frequency,permittivity,conductivity
1,44953627.18555314,0.020190427485837915
1.5848931924611136,44879750.85444344,0.020314707063941066
2.51188643150958,44695252.15473086,0.02062508288318787
3.981071705534973,44238457.41845307,0.021393533489544297
6.309573444801933,43131329.26290195,0.023256021637162515
10,40581070.90397378,0.027546263222000763
15.848931924611136,35336917.47733304,0.03636848872286725
25.118864315095802,26690385.569411278,0.05091502887841532
39.810717055349734,16561727.117533306,0.06795699146993697
63.095734448019336,8530696.984010769,0.08147589487547055
100,3911230.3434892637,0.08926978936750044
158.48931924611136,1728802.7310236336,0.09299870103681843
251.188643150958,792941.2192142478,0.0947157264239859
398.1071705534973,406279.3672434186,0.09571193104961674
630.9573444801933,244221.7942488594,0.09678027644839132
1000,166931.3550711436,0.09854548161924685
1584.8931924611136,116991.07882270007,0.10134096465404739
2511.8864315095802,77791.43541980282,0.10471446855088841
3981.0717055349733,50212.800760274775,0.10788521850102024
6309.573444801933,33460.14361270795,0.11094915996825955
10000,22745.42887052288,0.11456216457707658
15848.931924611135,14884.20133500742,0.11862404601909372
25118.8643150958,9472.89208862341,0.12225543093666236
39810.717055349734,6332.227213078076,0.12533010193340507
63095.734448019335,4566.004863107276,0.12878870502289191
100000,3348.2703473948463,0.13346089644748943
