frequency,permittivity,conductivity
1,39706467.187306955,0.15022034047183422
1.5848931924611136,39122375.512026064,0.15054530635144647
2.51188643150958,37728502.657460086,0.1513208178632522
3.981071705534973,34630342.147885635,0.15304457640044322
6.309573444801933,28712816.428488698,0.1563370692304033
10,20102618.53586215,0.1611281094181527
15.848931924611136,11492051.521904804,0.16592057013364003
25.118864315095802,5573630.160264582,0.16921818731391924
39.810717055349734,2474171.0496037295,0.17095435421079563
63.095734448019336,1078226.4200527666,0.1717585378024897
100,490460.0704668833,0.17214771722358524
158.48931924611136,246453.538771747,0.1724156449865945
251.188643150958,140201.45190003535,0.1727279670366788
398.1071705534973,86535.1690793167,0.1731685665632964
630.9573444801933,53638.2649880129,0.17371925777907274
1000,32041.841389945617,0.17427580243996543
1584.8931924611136,18753.863465353217,0.17474797892743207
2511.8864315095802,11268.437083257893,0.1751177826925079
3981.0717055349733,7271.842216283312,0.17541109995266735
6309.573444801933,5167.5948169574385,0.17566042391096648
10000,4043.2438403896062,0.1758925859679284
15848.931924611135,3422.3278631624885,0.17613206328550488
25118.8643150958,3063.2949204332244,0.17641176694811772
39810.717055349734,2842.2682919650347,0.17679336473156854
63095.734448019335,2692.2305200934875,0.1774083549874696
100000,2572.2011253898154,0.17854231572674464
