frequency,permittivity,conductivity
1,38421101.12507584,0.15049810593259597
1.5848931924611136,37882185.03433142,0.1508053904052003
2.51188643150958,36593038.58719893,0.1515404498001489
3.981071705534973,33712102.50216339,0.15318313994528135
6.309573444801933,28149201.892357785,0.15635510488316817
10,19910686.038808633,0.161052869495408
15.848931924611136,11495939.385070296,0.1658517208871811
25.118864315095802,5607412.867456582,0.169211711600678
39.810717055349734,2489348.2373887226,0.17099585898938732
63.095734448019336,1078233.0227157744,0.17181617831684134
100,484548.35313838697,0.17219345017126017
158.48931924611136,240807.85489783998,0.17242519375867693
251.188643150958,138133.65893357544,0.17269120611276417
398.1071705534973,88177.35144390492,0.17312101380686762
630.9573444801933,56045.732192485506,0.17373633166440575
1000,32799.35443845859,0.17436738637425322
1584.8931924611136,18323.936518787697,0.17482985139520835
2511.8864315095802,10855.423957704195,0.17512869131312953
3981.0717055349733,7271.866936872751,0.17537860362689087
6309.573444801933,5357.2889718828455,0.1756714960241828
10000,4129.599379600814,0.17599769248342592
15848.931924611135,3351.2263489784473,0.17627488383345527
25118.8643150958,2932.5859156442775,0.17648306491075336
39810.717055349734,2735.9772607009227,0.17670388025394615
63095.734448019335,2644.46302660444,0.17710836759081247
100000,2587.408486315925,0.17804351413733674
