frequency,permittivity,conductivity
1,19912108.214865297,0.010092075523379342
1.5848931924611136,19707213.022920467,0.010228896372356624
2.51188643150958,19210731.353794765,0.010560439172006893
3.981071705534973,18067661.95984119,0.011323784016950708
6.309573444801933,15719557.957120843,0.012891907771703397
10,11855027.222897755,0.015472936783099401
15.848931924611136,7339055.8809221815,0.018489763632837334
25.118864315095802,3766559.086929281,0.02087852281439685
39.810717055349734,1714519.1238613739,0.022256493463170463
63.095734448019336,744925.284590065,0.022921672747739177
100,327608.21240467596,0.02323883241111907
158.48931924611136,152701.4402328139,0.023431721203612685
251.188643150958,76888.30047879,0.02361153261241882
398.1071705534973,40687.90389505471,0.023812771288330162
630.9573444801933,21575.18467328707,0.024016429948872823
1000,11227.806830668425,0.024191988653440098
1584.8931924611136,5797.652642683905,0.024329615190840648
2511.8864315095802,3034.95507386228,0.02443691206587239
3981.0717055349733,1639.3398448768726,0.02452516580168716
6309.573444801933,922.8576185216145,0.024603041873569445
10000,543.1331787858974,0.024676008585622723
15848.931924611135,333.7785977063364,0.02474732360314037
25118.8643150958,213.60482199051248,0.024818966565294077
39810.717055349734,142.06696648974284,0.024892269718427076
63095.734448019335,98.18028166156098,0.024968367970995796
100000,70.60979869717643,0.025048664533078187
