frequency,permittivity,conductivity
1,10001290.388937654,0.20005510102086102
1.5848931924611136,9855219.187412415,0.2001363624218916
2.51188643150958,9506681.167220553,0.20033028508474118
3.981071705534973,8732039.893806435,0.2007613251297687
6.309573444801933,7252511.505423423,0.20158467284099618
10,5099747.824393401,0.2027829330477944
15.848931924611136,2946792.7981606415,0.20398215726796196
25.118864315095802,1466728.0609876856,0.20480900545753242
39.810717055349734,691189.0231144399,0.20524838893021888
63.095734448019336,341215.6541035635,0.20546099217237748
100,192836.95728199315,0.20558300371133287
158.48931924611136,129750.01112301032,0.205702244435312
251.188643150958,100115.06700183,0.20588946514821238
398.1071705534973,82001.98415125151,0.20622106423998873
630.9573444801933,66605.41646516034,0.2067736610361669
1000,51418.324826069285,0.20758387953983107
1584.8931924611136,37140.81554321103,0.20860675024293557
2511.8864315095802,25299.134355381455,0.20973510864514683
3981.0717055349733,16609.368266098292,0.21087089263978895
6309.573444801933,10766.69110393864,0.21196967982576814
10000,7024.927030639591,0.21303356634471857
15848.931924611135,4672.120511134405,0.21408693305834584
25118.8643150958,3190.9003039150803,0.21516080436773116
39810.717055349734,2247.2526281223427,0.21628917460773545
63095.734448019335,1635.7354770599493,0.2175147086416401
100000,1231.0943607437937,0.21890464605427148
