frequency,permittivity,conductivity
10,10243910.47325879,0.07595129724958148
12.589254117941673,7729126.175429824,0.07707635932058637
15.848931924611136,5641360.4153740695,0.07808701831590908
19.952623149688797,3986754.188804498,0.07893956221644521
25.118864315095802,2737446.9208090934,0.07961300307097276
31.62277660168379,1836448.393303428,0.08011396607552125
39.810717055349734,1211412.7465939382,0.08046882174796227
50.11872336272724,790638.9557776351,0.08071122684056153
63.095734448019336,513445.9125310606,0.08087285465303344
79.43282347242815,333539.8658170597,0.08097926805858557
100,217921.1463932164,0.08104939830726503
125.89254117941672,144077.72140612063,0.08109666676588638
158.48931924611136,97076.86299949966,0.08113051706558475
199.526231496888,67184.74515911794,0.08115781911034073
251.188643150958,48120.38821593933,0.08118398439608811
316.2277660168379,35849.810018363794,0.08121375859178293
398.1071705534973,27784.197525330328,0.0812516332989481
501.18723362727235,22263.3949464222,0.08130173286674852
630.9573444801933,18235.980874148674,0.08136702934794962
794.3282347242816,15069.086385866149,0.08144806237637219
1000,12429.46231658984,0.08154206099305313
1258.9254117941673,10184.776850384218,0.0816437627832099
1584.8931924611136,8302.509845997936,0.0817481211527965
1995.2623149688798,6764.7964425842,0.08185303902681783
2511.8864315095802,5528.126484759622,0.08195984323826618
3162.277660168379,4528.2252065716675,0.08207111311057248
3981.0717055349733,3704.38836189157,0.08218754089021682
5011.872336272724,3017.5489050306924,0.08230623489109919
6309.573444801933,2450.805455957936,0.08242200877365168
7943.282347242815,1996.856569182226,0.08253082444486558
10000,1645.2731420783414,0.08263261410967011
12589.254117941673,1378.3668879213355,0.0827314790261612
15848.931924611135,1174.5972710969318,0.0828335146085394
19952.623149688796,1014.1148586195754,0.08294366353164404
25118.8643150958,882.7002530967515,0.08306309997941032
31622.776601683792,772.7841721659244,0.08318872646463303
39810.717055349734,681.6639467968115,0.0833156955062426
50118.723362727236,608.3464019102576,0.08344169167672845
63095.734448019335,551.1094917789376,0.08357011094096628
79432.82347242816,506.84819673659655,0.08371042459770747
100000,471.7088497517595,0.0838761535026783
125892.54117941673,442.05266728020734,0.08408152233380176
158489.31924611135,415.2161320175664,0.08433775763226695
199526.23149688798,389.8904901463162,0.08465096973645249
251188.643150958,365.9901031741324,0.0850248197702109
316227.7660168379,344.0051602929801,0.08546933970517354
398107.17055349733,324.1918132824475,0.08601197564698562
501187.23362727236,306.1035318765106,0.0867038460575201
630957.3444801933,288.6527591761162,0.08761644159810796
794328.2347242816,270.53298407704216,0.08882718777758365
1000000,250.76426768930216,0.0903950564702041
1258925.4117941672,229.16003136662104,0.09233546892449652
1584893.1924611137,206.46210710787003,0.09461563281543921
1995262.3149688798,183.95517084830513,0.09718679146162175
2511886.43150958,162.75918440187849,0.1000347113973045
3162277.660168379,143.3438314066434,0.10319831841763788
3981071.705534973,125.60406478725633,0.10672635797315837
5011872.336272724,109.31186035180484,0.11060067134569132
6309573.444801933,94.49605869143826,0.11469754925929347
7943282.347242815,81.45504815083648,0.11884053643186175
10000000,70.47413652284102,0.12291594863595509
12589254.117941672,61.56232661047841,0.12695523755916663
15848931.924611136,54.421672282849876,0.1311169695235376
19952623.1496888,48.60674005613913,0.13558181641427958
25118864.3150958,43.71973372128801,0.14042472145895604
31622776.60168379,39.52779470658972,0.1455449977391731
39810717.05534973,35.962052989623395,0.1507188288697853
50118723.36272724,33.028186563445935,0.1557583775029158
63095734.44801933,30.708928042618005,0.16066831745944268
79432823.47242816,28.923046817692473,0.16569968743613575
100000000,27.54170672301303,0.17129381216381484
125892541.17941673,26.426630149795077,0.17796098275397151
158489319.24611136,25.46355894480412,0.18612895457513562
199526231.49688798,24.58281756794107,0.19600629907109643
251188643.150958,23.76399653546499,0.20756467470587542
316227766.0168379,23.021918225927312,0.2207548062973573
398107170.5534973,22.379567002254383,0.23593129005242547
501187233.62727237,21.844275926139108,0.2542950789666925
630957344.4801934,21.399484711838134,0.2781972321813418
794328234.7242815,21.00991485544201,0.31131581113946954
1000000000,20.631056942160278,0.3587631369030028
1258925411.7941673,20.21776010740562,0.4270641740222232
1584893192.4611137,19.732228584583886,0.5238681553012436
1995262314.9688797,19.152464963495955,0.657479388157757
2511886431.50958,18.477898640935813,0.8369123356077122
3162277660.1683793,17.72488304305801,1.0735719923695006
3981071705.534973,16.909636204428576,1.384545873720361
5011872336.272724,16.02952660094164,1.7948880370043863
6309573444.801933,15.059545513169574,2.334730542564579
7943282347.242816,13.970453587900828,3.0288636334864814
10000000000,12.758958204141592,3.8817969660001657
12589254117.941673,11.46905756545948,4.868709804303715
15848931924.611135,10.184139964567605,5.9447297216348005
19952623149.688797,8.99003163397423,7.071691140771314
25118864315.095802,7.936888029185307,8.241422464529954
31622776601.683792,7.028660405569175,9.473228705149477
39810717055.34973,6.241506147747115,10.784376646091463
50118723362.72724,5.551121088351565,12.154369144722716
63095734448.01933,4.9491515312437375,13.511481569441711
79432823472.42816,4.441373679139021,14.756470155531161
100000000000,4.0348199465915,15.806885666222412
