frequency,permittivity,conductivity
10,5093553.625502922,0.20278324329818273
12.589254117941673,3968194.3022123496,0.20341390902817397
15.848931924611136,2949479.421539221,0.20398504266921696
19.952623149688797,2109482.97489948,0.20445639177613284
25.118864315095802,1468547.0710196209,0.20481674706263328
31.62277660168379,1007836.7137637814,0.20507694909656263
39.810717055349734,690671.4516861987,0.2052580003411728
50.11872336272724,478724.4802378673,0.20538208388399365
63.095734448019336,339826.2211279123,0.20546833048769822
79.43282347242815,249858.7460520526,0.2055319571811191
100,191869.61784808864,0.20558503601507166
125.89254117941672,154377.3602043297,0.20563777658961108
158.48931924611136,129756.81352003237,0.2056997544843429
199.526231496888,112984.34518085432,0.20578075082344502
251.188643150958,100765.11302048127,0.20589089708949557
316.2277660168379,90978.96990212017,0.20603992712901312
398.1071705534973,82350.41082044732,0.20623587557312317
501.18723362727235,74225.7827747689,0.20648438925422324
630.9573444801933,66357.17997564611,0.20678961911537222
794.3282347242816,58685.91858974033,0.20715540155263384
1000,51210.80229300061,0.20758372056350166
1258.9254117941673,43983.26493732622,0.20807034104491323
1584.8931924611136,37142.09878281086,0.20860259046439805
1995.2623149688798,30878.262704689587,0.20916335482236706
2511.8864315095802,25342.105318029055,0.20973750843658448
3162.277660168379,20590.67790250746,0.2103136934439891
3981.0717055349733,16609.120781231275,0.21088193716045028
5011.872336272724,13348.993145718525,0.21143417345167498
6309.573444801933,10737.448864642063,0.211969275559995
7943.282347242815,8673.540276315705,0.2124954265221167
10000,7041.285808653389,0.21302433649645233
