frequency,permittivity,conductivity
1,19715337.069502782,0.07013296928994699
1.5848931924611136,19428019.404857747,0.07029372626061182
2.51188643150958,18741970.700646237,0.07067757716032241
3.981071705534973,17215140.615184512,0.07153185405105306
6.309573444801933,14291427.160901273,0.07316770477858014
10,10019813.522939231,0.07555773614748948
15.848931924611136,5727175.748752357,0.07795958576422712
25.118864315095802,2764629.777114168,0.07961737895301574
39.810717055349734,1209539.8249950306,0.08048803874021174
63.095734448019336,508984.22734080884,0.08088145065910692
100,215217.4438927564,0.08104943002544157
158.48931924611136,95670.49772495263,0.08112528110520273
251.188643150958,47416.47340864155,0.08117408599487377
398.1071705534973,27549.51884402523,0.08123587994235319
630.9573444801933,18421.192128758597,0.08134728383335836
1000,12843.800508796967,0.08153282067529123
1584.8931924611136,8529.588582779103,0.08176576034675828
2511.8864315095802,5443.159547295147,0.0819833795749896
3981.0717055349733,3592.440022299018,0.08217610992180047
6309.573444801933,2493.423030375478,0.08239070287076763
10000,1725.4194328596727,0.08264541367293833
15848.931924611135,1175.4581249418054,0.08288838485509557
25118.8643150958,843.195680143145,0.08308033867426878
39810.717055349734,668.2414115528202,0.08326199037810272
63095.734448019335,567.6150179526885,0.08352207458069451
100000,486.90836446014265,0.08393374339230701
